,X,п..id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
50687,50687,1279749059834773504,1593950927,2020-07-05 12:08:47,PaulaJaneWatts1,"RT @paulsperry_: According to the PC Coronavirus Police, protesting America is safe, but celebrating America is unsafe #HappyFourthOfJuly",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",United States,NA,NA,1213553420088430592,Paula J Watts,0,"Follower of Jesus, strong supporter President Trump & VP Pence, a man is a man & a woman is a woman",,http://pbs.twimg.com/profile_images/1255723793160511489/KDvGT4Vp_normal.jpg,NA,NA,NA,4063,88,262,3148,2,NA,2020-01-04 20:11:06
34408,34408,1257643129852669952,1588680462,2020-05-05 12:07:42,BeltandRoadDesk,RT @kevtellier: Fauci: No scientific evidence the coronavirus was made in a Chinese lab https://t.co/ch5sUpAU8H via @NatGeoScience,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Asia,NA,NA,851692495633137664,Belt and Road & Beyond,0,"Politics & Economics of #China #India #USChinaRelations, #BeltandRoadInitiative #CPEC, #IndustrialRevolution4 #RiseOfChina.",,http://pbs.twimg.com/profile_images/862633956599934976/s8JwjPca_normal.jpg,NA,NA,NA,7314,14273,6987,5670,130,NA,2017-04-11 07:04:49
35667,35667,1257643401715073024,1588680527,2020-05-05 12:08:47,Baker505J,RT @TomFitton: Media coverage on #coronavirus is all about protecting/promoting leftist policy and politicians (Andrew Cuomo) whilвЂ¦ https://t.co/buR1NJzjJN,low,NA,NA,NA,NA,0,0,en,,NA,1257496834043531264,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aurora, CO",NA,NA,2519159148,Jeffrey Baker,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,517,17,85,5735,0,NA,2014-05-24 01:49:28
55139,55139,1290983288962777088,1596629376,2020-08-05 12:09:36,FriederikeHell,RT @BeardedGenius: This 18 seconds is probably the best single piece of advice IвЂ™ve heard about the #coronavirus https://t.co/buDs1fhdwL,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,272108025,Friederike,0,Civil servant with a vague interest in politics. Now based in Berlin / Germany.  My RTs are not necessarily endorsements.,,http://pbs.twimg.com/profile_images/1297465723/Die_Toten_Hosen_3_-_geschnitten_4_normal.jpg,NA,NA,NA,15130,165,387,6747,10,NA,2011-03-25 21:12:32
18903,18903,1246770975741554688,1586088339,2020-04-05 12:05:39,lveee_1986,"@osipuka Maka qale e USA or e France not in Africa, like Coronavirus started there in China. Mayi sebenze pha lo vaccine.",low,NA,NA,NA,NA,0,0,en,osipuka,1246769178146754560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Johannesburg,NA,NA,465421043,Luvuyo Thahla Mgweba,0,Never Quit....Quitters Never Win!!,http://www.ngqungqusheProjectsandlogistics.com,http://pbs.twimg.com/profile_images/1041025446081716224/jDt3XxJe_normal.jpg,NA,NA,NA,3369,329,246,108366,0,NA,2012-01-16 10:06:07
999,999,1235536927023120384,1583409933,2020-03-05 12:05:33,BookWorm33333,RT @CNN: Democratic Sen. Chris Murphy calls on Pres. Trump to stop talking about the coronavirus and вЂњlet the experts talk.вЂќвЂ¦ https://t.co/KFZKLvHtyi,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","East Coast, USA",NA,NA,1162427282,Lisa Winfeld рџЊ±рџЊїрџ’™рџ‡єрџ‡ёрџ•Љ,0,"I canвЂ™t roar, so I Tweet. #Read #Mystery #Fantasy #SciFi #RESIST #VoteBlue2020 #Independent #ProDemocracy #ChemicalReform #IAQ рџ�·#ClimateChange",https://www.facebook.com/profile.php?id=100006702347679,http://pbs.twimg.com/profile_images/1202736416322654209/p2oxBbkc_normal.jpg,NA,NA,NA,26838,480,450,52955,1,NA,2013-02-09 09:07:23
53225,53225,1290982132383461376,1596629100,2020-08-05 12:05:00,camaro_ro,RT @locodelpelorojo: Esto es lo que ha pasado en Israel con los contagios por coronavirus cuando han reabierto las escuelas. Como unos pвЂ¦ https://t.co/qUvqzOSZKR,low,NA,NA,NA,NA,0,0,es,,NA,1289516593374875648,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sevilla,NA,NA,1258924046,Cayetano MartГ­nez RodrГ­guez Щ†,0,"Caminante,cofrade...Cultura y Naturaleza como ""nortes"": camina viajero,camina,que el agua estancada se corrompe y el oro en el fondo de la mina no vale nada",https://enlosreinosdetartaria.wordpress.com/,http://pbs.twimg.com/profile_images/1142510922684076033/MJnoZcwa_normal.png,NA,NA,NA,43852,309,326,7963,21,NA,2013-03-11 08:24:11
39525,39525,1257644218434101248,1588680722,2020-05-05 12:12:02,GIPeSanteCentre,"RT @ARS_CVDL: #Coronavirus #COVID19  Vie sociale et activitГ©s, dГ©placements, commerces, Г©coles et crГЁches, transports, sports...вЂ¦ https://t.co/B6kck4ZUZo",low,NA,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",La ChaussГ©e-Saint-Victor,NA,NA,591293807,GIP e-SantГ© Centre-Val de Loire,0,"Groupement dвЂ™intГ©rГЄt public (GIP), e-SantГ© Centre-Val de Loire est le  groupement rГ©gional dвЂ™appui au dГ©veloppement de lвЂ™e-santГ© (GRADeS).",http://www.sante-centre.fr,http://pbs.twimg.com/profile_images/1116304025933242369/mnnzElXw_normal.png,NA,NA,NA,4604,1404,290,149,95,NA,2012-05-26 22:13:15
8047,8047,1235537910704857088,1583410167,2020-03-05 12:09:27,cadieu_cass,RT @Maggicien: Sa tombe bien le coronavirus la comme sa on va tous mettre des masque et on va voir si vous arrivez Г  supporter votвЂ¦ https://t.co/WLcx2MyGa5,low,NA,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ille-et-Vilaine, Bretagne",NA,NA,745706330179141632,CassandraрџҐЂ,0,рџ“ЌRennes,https://cadieucassandra.wixsite.com/leblogdecass,http://pbs.twimg.com/profile_images/1226464184558346241/MB2f_avo_normal.jpg,NA,NA,NA,15405,93,116,12343,0,NA,2016-06-22 19:53:38
17007,17007,1235539165980151808,1583410467,2020-03-05 12:14:27,polaris895,RT @OH_mes2: IU has donated another 35 million won to help support those affected by the Coronavirus outbreak  She has donated aвЂ¦ https://t.co/af9i9IiDAr,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,93846843,(в™ЎВґН€ајќ`Н€)аё…Л’Л’,0,мљ± | #л…„л¶Ѓ г„ґг…‡г……г…Њ | вЂў #м�№л…„ | м©Ём•ЊмќґгѓЅ(Вґгѓ»П‰гѓ»`)пѕ‰ #dmhp,,http://pbs.twimg.com/profile_images/1204033156615000064/1aAKFWoV_normal.jpg,NA,NA,NA,933476,736,199,4046,37,NA,2009-12-01 12:12:56
41909,41909,1257644723822563328,1588680842,2020-05-05 12:14:02,federicacocco,RT @ftdata: Free to read: We now have an interactive version of our coronavirus trajectory tracker charts. You can now highlighвЂ¦ https://t.co/CNsKwePr8X,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",London,NA,NA,18727161,Federica Cocco,0,"Journalist at the @financialtimes ""A welcome byproduct of the dysfunction of the Italian labour market"" (Martin Wolf) Email: federica.cocco@ft.com",https://www.ft.com/federica-cocco,http://pbs.twimg.com/profile_images/1083083885498560512/jUIt1hU0_normal.jpg,NA,NA,NA,39917,10502,3928,10447,420,NA,2009-01-07 16:32:27
7863,7863,1235537885421428736,1583410161,2020-03-05 12:09:21,Sophie_Mokoena,For comprehensive coverage of the first case of the coronavirus in South Africa watch #sabcnews channel 404 now or follow @Chriseldalewis.,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,725469518,Sophie Mokoena,0,"Foreign  Editor for SABC, the largest broadcaster in Africa, broadcasting 52 countries on the continent",,http://pbs.twimg.com/profile_images/1199971200866377728/1KOnLYT__normal.jpg,NA,NA,NA,92200,64687,2734,687,161,NA,2012-07-30 06:41:53
5483,5483,1235537555136950272,1583410082,2020-03-05 12:08:02,enichols13,RT @joshuafkon: Why is Seattle the site of the largest #coronavirus outbreak in the US? TheyвЂ™re probably not - ItвЂ™s only because reвЂ¦ https://t.co/zaLOzf8ssY,low,NA,NA,NA,NA,0,0,en,,NA,1234987363643691008,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Atlanta, GA",NA,NA,139151670,Ethan вЂњSwag In The RainвЂќ Nichols,0,....Outsmarting trudders since the early 90's,,http://pbs.twimg.com/profile_images/439786513249759232/jo6wE3nj_normal.jpeg,NA,NA,NA,4582,128,471,35877,1,NA,2010-05-01 18:15:22
44904,44904,1.268877181289E+18,1591358869,2020-06-05 12:07:49,llovesourCanada,"RT @TomiLahren: Can we all agree on one thing, after this week itвЂ™s a joke to keep businesses restrained due to coronavirus?",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,274322454,Barbara Knowles,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,25228,396,101,135761,4,NA,2011-03-30 04:07:57
32219,32219,1.257642667003E+18,1588680352,2020-05-05 12:05:52,errorlein,RT @Number10cat: My favourite coronavirus cartoon (do any of my followers know who drew it?) https://t.co/RisgF3Zzwv,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Freiheit B. in Westfalen,NA,NA,2477360771,[[[Herr Error]]],0,Kurrentschreiber vom Dienst. Гћetta reddast. #ErrorRevival #ResurrectionError #Dachgeschossromantik,https://www.amazon.de/hz/wishlist/ls/12VKJSPVPCP6M?ref_=wl_share,http://pbs.twimg.com/profile_images/1072133529759346688/ImvoncVi_normal.jpg,NA,NA,NA,87740,1392,426,165341,46,NA,2014-04-11 22:55:24
24821,24821,1246772123147911168,1586088612,2020-04-05 12:10:12,Josedu41385388,Y CON ESTA QUE HACEMOS ?... Una diputada de Podemos: В«El coronavirus demuestra que este sistema revienta y tenemos que aprovecharloВ»: https://t.co/mV5QObgoUl,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Valencia, EspaГ±a.рџ¦‡",NA,NA,1232331230848352256,Josef.рџ‡Єрџ‡ё,0,Que quien soy yo ?. Esa es una buena pregunta que todos deberГ­amos hacernos.,,http://pbs.twimg.com/profile_images/1232717285669965827/HN7FmzDe_normal.jpg,NA,NA,NA,1402,100,144,2247,0,NA,2020-02-25 15:47:40
45193,45193,1268877294728294400,1591358896,2020-06-05 12:08:16,DJJademan,New video by Channel 4 News: Debate: How should governments get us out of a coronavirus 'Great Depression'? https://t.co/acE1q0fUX7,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Ireland,NA,NA,928321219,DJ Jademan,0,Where the music ends and the underground begins,https://www.youtube.com/djjademan,http://pbs.twimg.com/profile_images/2824277795/81b805f48b40c5849fe9b43103ff859a_normal.jpeg,NA,NA,NA,28255,2032,1499,98,10,NA,2012-11-05 20:05:31
16332,16332,1235539070589317120,1583410444,2020-03-05 12:14:04,EMassagli,"RT @fipeconf: #coronavirus, #Fipe al governo: вЂњfate presto o dovremo chiudere e spegnere le cittГ вЂќ https://t.co/r8aDZBAfqH https://t.co/EXV8UBLJrb",low,0,NA,NA,NA,0,0,it,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Milano, Lombardia",NA,NA,700837442,Emmanuele Massagli,0,"Padre di GiosuГЁ e Carlotta, ricercatore in @UniLUMSA, Presidente del think thank @adaptland, di @aiwa_welfare e di @ANSEB_Italia",http://moodle.adaptland.it/mod/page/view.php?id=2855,http://pbs.twimg.com/profile_images/1019249189656694784/b4sW4zEj_normal.jpg,NA,NA,NA,9120,2769,605,5039,80,NA,2012-07-17 10:50:32
20337,20337,1246771252431163392,1586088405,2020-04-05 12:06:45,koi_khai,RT @axshh_: Page 96 of 366.  few days more before Ramadan. i really hope Coronavirus could end before Ramadan. so we all can goвЂ¦ https://t.co/msc5BbKxvm,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",в“Јв“”в“” в“•в“¤в“Ґв“љв“�в“ќв“– в“—в“”в“”,NA,NA,1126929657939386368,рџ’Ђ,0,рџ“Ќ overthinking champion,http://worthit.com,http://pbs.twimg.com/profile_images/1246649725551398913/pp0e2dsG_normal.jpg,NA,NA,NA,1025,28,100,1613,1,NA,2019-05-10 19:19:02
39356,39356,1257644188964925440,1588680715,2020-05-05 12:11:55,ZamanAlwslEn,"Yemen records 9 new coronavirus infections, taking total to 21  https://t.co/Nt9qXj2TTc",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Founded in Homs- Syria- 2005,NA,NA,1477093922,ZamanAlwsl,0,Arabic on @zamanalwsl. A Syrian news site delivering in-depth coverage of the events shaping the war-torn country. https://en.zamanalwsl.net,https://zamanalwsl.net,http://pbs.twimg.com/profile_images/851381260425588736/5sDOWEJ2_normal.jpg,NA,NA,NA,52308,3763,72,14,162,NA,2013-06-02 11:26:39
19138,19138,1246771021283287040,1586088350,2020-04-05 12:05:50,Airacobra,Mornin'! рџ¦Ђcake & рџ§ЂрџЌќ  #Coronavirus $ impact forecasts...  Plz avoid #Covid_19 yinz.  @petunniazul @attherealChris @INTParent76 @WagstaffBob @jdsjovigirl @friseuringo @Elaloren5 @StephanRBarnard @swells5683 @HeiseyTerry @RobinLeslie2810 @pennyed78 @snookeremporium [via BB Key2] https://t.co/CwxTGPgvk1,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",'Burgh - Tokyo - Sealand?,NA,NA,34145948,Stacie's рџ’љрџ’™ Airacobra,0,"рџЊЉ Dave/is Taken... Chessie's рџ’љрџ’™ Peake рџЊЉ  Pittsburgh, PA. UFCW 1776KS. Beatles. Kinks. Hollies.  Pirates. Pens. Penn State. Saitama Lions. Porsche.",http://bitchute.com/channel/airacobra/,http://pbs.twimg.com/profile_images/1161980212155994112/pJHv3EPf_normal.jpg,NA,NA,NA,34999,3092,3980,98136,6,NA,2009-04-22 02:22:10
5931,5931,1235537615736238080,1583410097,2020-03-05 12:08:17,MsTyra_M,RT @Abramjee: The first case of #coronavirus has been confirmed in South Africa. @DrZweliMkhize @GautengHealth @HealthZA,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Johannesburg, South Africa",NA,NA,139682752,Lesego,0,Mother.  Student. Radio lover. All Stars everday.,,http://pbs.twimg.com/profile_images/1209427830624411650/4cmB0L7C_normal.jpg,NA,NA,NA,40839,1758,815,2972,17,NA,2010-05-03 10:52:28
9182,9182,1235538068158832640,1583410205,2020-03-05 12:10:05,sabstopy,RT @ewnreporter: #BREAKINGNEWS: Health Department has confirmed the first case of the #Coronavirus in South Africa.  Its a 38 year oвЂ¦ https://t.co/kABPOzFVBN,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",вЂЋЧ ПѓzО№ С•ПѓП‰С”С‚Пѓ С•ПѓП…С‚РЅ О±Ж’СЏО№ВўО±,NA,NA,428386118,В®MAFUNGWASHE  HADEBEв„ў,0,"I'm So Worth Itрџ’–African Divaрџ’ЌLove my Baby,Love My Family.рџ‘Є..Lord U Made It All Possible рџ’ќForever A Gentle Soulрџ’ќ I Smile Lyk Mona Lisa рџ’‹ *Scorpio*",,http://pbs.twimg.com/profile_images/1234333313306890240/lSN8YUrf_normal.jpg,NA,NA,NA,46116,5102,5267,95612,12,NA,2011-12-04 18:05:31
19787,19787,1246771149960294400,1586088380,2020-04-05 12:06:20,kingofgeese,RT @IlvesToomas: Fox News sued for 'willfully and maliciously deceiving public' about the dangers of the coronavirus https://t.co/I0XM5vFhOG,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,257289387,Chance the Gardener,0,what doesnt kill is makes us more annoying,,http://pbs.twimg.com/profile_images/1136778547589242885/zw0J0oU6_normal.jpg,NA,NA,NA,21133,102,264,14616,12,NA,2011-02-25 03:25:00
11685,11685,1235538424192323584,1583410290,2020-03-05 12:11:30,SnuffAFuck,RT @victor_hurtado: ГљLTIMA HORA | Una embarazada contagiada por #coronavirus da a luz a un bebГ© con evidentes sГ­ntomas de malformacioneвЂ¦ https://t.co/goxccCVAMp,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13,NA,NA,456124467,Valkyrja,0,QuizГЎs hayas oГ­do hablar de mГ­. Valkyrja perreadora. Enfermera рџ’‰. в“‹рџЊ±,,http://pbs.twimg.com/profile_images/1228068773745373192/xlNEi0xP_normal.jpg,NA,NA,NA,76203,517,271,21179,15,NA,2012-01-05 22:15:31
524,524,1235536860836843520,1583409917,2020-03-05 12:05:17,victhirteen,RT @andiftheygetme: Coronavirus confirmed in my country before my chemical romance,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,55087833,zeroviczeroрџ•Ї,0,everybody wants a piece of you when you're fucking shit up [she/her],http://victhirteen.tumblr.com,http://pbs.twimg.com/profile_images/1227329880402075649/kyAd10Ii_normal.jpg,NA,NA,NA,66129,563,343,5291,38,NA,2009-07-09 00:48:12
27571,27571,1246772636069265408,1586088735,2020-04-05 12:12:15,lozaniaysalud,RT @thinkpuertorico: ASI NO SE PUEDE CONTROLAR ESTO: Pasajeros llegan a Puerto Rico desde las zonas de mayor contagio por coronavirus enвЂ¦ https://t.co/1sjItUIfMN,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puerto Rico, USA",NA,NA,710533752120811520,Evelyn Salgado,0,Adoro conversar y escribir. Dirijo The Walks of Life. Amo los productos naturales y la vida saludable.,http://facebook.com/vuelveatusize,http://pbs.twimg.com/profile_images/730745483090497537/8Bibv91__normal.jpg,NA,NA,NA,5802,97,96,3705,6,NA,2016-03-17 18:30:22
48996,48996,1268878930917896192,1591359286,2020-06-05 12:14:46,AndreagIraheta,"Tenia outfits bien bonitos en mi mente para todo el ciclo, y el coronavirus me vino a joder todo :(",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","San Salvador, El Salvador",NA,NA,1094808946819428352,Andrea,0,Law student вљ– Human Rights and Feminism,https://vsco.co/andreairahetaa/images/1,http://pbs.twimg.com/profile_images/1266498489518895104/wwDs7SOa_normal.jpg,NA,NA,NA,4272,189,138,10186,0,NA,2019-02-11 04:02:48
1124,1124,1235536946203672576,1583409937,2020-03-05 12:05:37,StephySmilov,RT @AlertaNews24: рџ‡®рџ‡№ | URGENTE - CORONAVIRUS: Italia confirma el cierre de todas las escuelas y universidades del paГ­s por el coronavirus.,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",En un libro,NA,NA,80151686,в™ђStephanieв™ђ,0,"Lectora voraz, amante de la mГєsica, a veces Missologa, amo la astrologГ­a, amo aprender cosas nuevas... y tengo un tГ­tulo que dice: Mercadologa&Publicista ^.~",https://www.instagram.com/stephysmilov/,http://pbs.twimg.com/profile_images/1227100142119116800/jUG7i3u4_normal.jpg,NA,NA,NA,98981,1045,597,17258,18,NA,2009-10-05 23:10:44
33028,33028,1257642841578274816,1588680393,2020-05-05 12:06:33,navaneethkz,"RT @OpIndia_com: Coronavirus is a conspiracy by Hindus, when the time comes, we will kill them all: AIMIM supporter in viral video https://t.co/a168gYrGEF",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Akhand Bharat,NA,NA,808989444363665408,Tanhaji,0,coverup is worse than crime.,https://play.google.com/store/apps/details?id=com.navaneethsaj.bingo5x5,http://pbs.twimg.com/profile_images/1255106843539419137/DzUgBloF_normal.jpg,NA,NA,NA,2758,376,984,23156,0,NA,2016-12-14 10:58:08
4731,4731,1235537450979807232,1583410058,2020-03-05 12:07:38,1officialtez,RT @TheeGreatJA: Had to check on you. They say that lil coronavirus in the city now. Crazy how many people getting sick. Reminds meвЂ¦ https://t.co/L7tzrciE8b,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6вЂ™4,NA,NA,537484702,tez рџЊ№,0,#UNT,,http://pbs.twimg.com/profile_images/1229387765726547971/FqbRolsa_normal.jpg,NA,NA,NA,18859,3125,1038,13182,7,NA,2012-03-26 19:20:39
8002,8002,1235537904727777280,1583410166,2020-03-05 12:09:26,XRP_589_Theunis,RT @apanalis: вњ€пёЏрџЏ–пёЏTOURISM:рџ‡Єрџ‡ёMost harmed Nations bcs @coronavirus on GDP @EconGlobal @wheeliedealer @SpeculaThor @AlessioUrbanвЂ¦ https://t.co/kuezy9cW2P,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gibraltar,NA,NA,1203800241557905408,XRP 589 рџљЂрџљЂрџљЂ Theunis рџ‡¬рџ‡®,0,XRP investor & hodler for fast and cheap border-free digital payments makes printing fiat obsolete. No financial advice xrptipbot://twitter/XRP_589_Theunis,,http://pbs.twimg.com/profile_images/1230629307439030274/euhDhOhB_normal.jpg,NA,NA,NA,21682,884,2701,22355,5,NA,2019-12-08 22:15:34
45903,45903,1268877583531286528,1591358965,2020-06-05 12:09:25,reflexion1_1,"@Petrelli86 Lo que ha dejado claro esta pandemia es que la OMS no tiene ni puta idea sobre el coronavirus, que va dando indicaciones a los paГ­ses segГєn se levanten por la maГ±ana. De todas formas de todo lo que han dicho, en algo acertaran",low,NA,NA,NA,NA,0,0,es,Petrelli86,1268810899638419456,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en casa ajena,NA,NA,370929675,Yo misma (en fase 2),0,Estoy hasta los huevos de estar en casa. Quiero salir ya!!!!!!! No vuelvo a votar al PSOE (ni a podemos),,http://pbs.twimg.com/profile_images/1251202980726046721/w-LhCEMY_normal.jpg,NA,NA,NA,2444,62,108,828,0,NA,2011-09-09 21:59:21
42905,42905,1257644935928352768,1588680893,2020-05-05 12:14:53,RobinSecher,"RT @CuomoPrimeTime: While @ChrisCuomo and his family were sick with coronavirus, Dr. Anthony Fauci called them almost every day to checвЂ¦ https://t.co/VhcH5CT3pf",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,889993105675403264,Robin Secher,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,7965,17,209,9696,0,NA,2017-07-25 23:37:46
12012,12012,1235538466659844096,1583410300,2020-03-05 12:11:40,recycle__bin,"RT @business: The coronavirus carries a lesson: Respect science and prepare for the worst, and when it comes deal with it quickly https://t.co/WrscWxQO1n",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",planeth earth,NA,NA,222411749,Fiore di Cardo,0,Internet Wanderer. Another Angry Woman  NO DM. non li leggo http://facebook.com/laluisaa.72,,http://pbs.twimg.com/profile_images/1218131023600521216/m5suc-SN_normal.jpg,NA,NA,NA,102436,1449,2568,82667,9,NA,2010-12-03 10:24:17
44882,44882,1268877168479735808,1591358866,2020-06-05 12:07:46,florida_betsy,RT @catturd2: Think of the thousands of citizens who couldn't attend their loved-ones funerals because of the coronavirus BS  - wвЂ¦ https://t.co/RWw5Rd80qA,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,1257005999069761536,Betsy Florida,0,"Mom, Grandma, Patriot.  #TRUMP #MAGA #DrainTheSwamp #AmericaFirst #BuildKatesWall #Deplorable #SpyGate #ObamaGate #VoterFraudIsReal #OpenAmericaNow",,http://pbs.twimg.com/profile_images/1257006934391218176/nQ_3mm7R_normal.jpg,NA,NA,NA,6417,4673,4958,7330,0,NA,2020-05-03 17:56:19
5990,5990,1235537623923535872,1583410099,2020-03-05 12:08:19,RandomNever,If it turns out the coronavirus originated from snakes is it time to put Ian Austin in quarantine?,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Gamesville,NA,NA,1127310007924600832,NeverRandom,0,Plays video games to stay sane. #Socialist #RemainerNow Love all the usual cool stuff. Mental health campaigner.,,http://pbs.twimg.com/profile_images/1127336286249992193/tqifB_dA_normal.jpg,NA,NA,NA,8494,1989,4825,10915,1,NA,2019-05-11 20:30:25
12537,12537,1235538539883921408,1583410317,2020-03-05 12:11:57,Ife_29,Niyai saba na hai asiesabi siyai funa Suicidal people to Coronavirus. https://t.co/AKXGL5o4JE,low,0,NA,NA,NA,0,0,tl,,NA,1235535412233465856,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Manchester United,NA,NA,912605181862449152,N.,0,,,http://pbs.twimg.com/profile_images/1235501475725443072/LdgRGpVM_normal.jpg,NA,NA,NA,79219,747,236,311,3,NA,2017-09-26 09:10:05
10701,10701,1235538282580148224,1583410256,2020-03-05 12:10:56,neropng,RT @berniesoprano: March: Bernie clinches nomination  May: Coronavirus envelops world  July: 15% of Boomers dead  September: Trumps baвЂ¦ https://t.co/jnkYRH3wVW,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Queens, NY",NA,NA,4831237763,"no, i donвЂ™t have $2.75",0,my name is jayson and i do not play video games. iвЂ™m just here to see what other people are up to.,,http://pbs.twimg.com/profile_images/1225920363147730944/0EKQkgVa_normal.jpg,NA,NA,NA,4533,51,784,11165,0,NA,2016-01-21 00:30:59
